"city","address_id","street1","street2","zipcode","state","po_box","lat","lng","formatted_address"
"Camp Hill",1652,"100 Corporate Center Dr Ste 100","","17011","PA","",40.2619143,-76.920436,"100 Corporate Center Dr #100, Camp Hill, PA 17011, USA"
"Camp Hill",1653,"207 S 32nd St","","17011","PA","",40.23566,-76.9331211,"207 S 32nd St, Camp Hill, PA 17011, USA"
"Mechanicsburg",1654,"2025 Technology Pkwy","","17050","PA","",40.28447,-76.974915,"2025 Technology Pkwy, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1655,"5275 E Trindle Rd","","17050","PA","",40.2187778,-76.9897324,"5275 E Trindle Rd, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1656,"2025 Technology Pkwy Ste 304","","17050","PA","",40.2843926,-76.9749218,"2025 Technology Pkwy Suite 304, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1657,"4902 E Trindle Rd","","17050","PA","",40.2258636,-76.9693928,"4902 E Trindle Rd, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1658,"5108 E Trindle Rd Ste 100","","17050","PA","",40.2236711,-76.9743879,"5108 E Trindle Rd #100, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1659,"9 Flowers Dr","","17050","PA","",40.2501013,-77.0313937,"9 Flowers Dr, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1660,"5012 Carlisle Pike","","17050","PA","",40.2371161,-76.9739046,"5012 Carlisle Pike, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1661,"2025 Technology Pkwy Ste 204","","17050","PA","",40.282069,-76.978273,"2025 Technology Pkwy, Suite 204, Mechanicsburg, PA 17050, United States"
"Mechanicsburg",1662,"6475 Carlisle Pike","","17050","PA","",40.2460651,-77.0181101,"6475 Carlisle Pike, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1663,"4 Flowers Dr Ste 2","","17050-1709","PA","",40.2507525,-77.0319307,"4 Flowers Dr #2, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1664,"335 Lambs Gap Rd","","17050","PA","",40.2500026,-77.0014952,"335 Lambs Gap Rd, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1665,"2025 Technology Pkwy Ste 209","","17050","PA","",40.2820688,-76.9782725,"Technology Pkwy, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1666,"3 Baden Powell Ln Ste 4","","17050","PA","",40.2515769,-77.0293851,"3 Baden Powell Ln #4, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1667,"2025 Technology Pkwy Ste G3","","17050","PA","",40.2820688,-76.9782725,"Technology Pkwy, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1668,"4713 E Trindle Rd","","17050","PA","",40.2289321,-76.9622838,"4713 E Trindle Rd, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1669,"335 Lambs Gap Rd Ste 210","","17050","PA","",40.2500026,-77.0014952,"335 Lambs Gap Rd #210, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1670,"2005 Technology Pkwy Ste 230","","17050","PA","",40.2838018,-76.9749273,"2005 Technology Pkwy #230, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1671,"2025 Technology Pkwy Ste 310","","17050","PA","",40.2841359,-76.974525,"Fredricksen Outpatient Center, 2025 Technology Parkway Suite 310, Mechanicsburg, PA 17050, United States"
"Mechanicsburg",1672,"2025 Technology Pkwy Ste 207","","17050","PA","",40.2744444,-76.9857605,"2025 Technology Pkwy # 207, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1673,"1700 Bent Creek Blvd Ste 150","","17050","PA","",40.259488,-77.0321683,"1700 Bent Creek Blvd #150, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1674,"1300 Bent Creek Blvd","","17050","PA","",40.2584595,-77.0315224,"1300 Bent Creek Blvd, Mechanicsburg, PA 17050, USA"
"Mechanicsburg",1675,"1000 Bent Creek Blvd Ste 10","","17050","PA","",40.2597044,-77.0309323,"1000 Bent Creek Blvd #10, Mechanicsburg, PA 17050, USA"
"Middletown",1676,"120 W Water St","","17057","PA","",40.197774,-76.732424,"120 W Water St, Middletown, PA 17057, USA"
"Middletown",1677,"1100 Spring Garden Dr","","17057","PA","",40.2209642,-76.7634958,"1100 Spring Garden Dr, Middletown, PA 17057, USA"
"Middletown",1678,"1093 N Union St","","17057","PA","",40.209435,-76.736372,"1093 N Union St, Middletown, PA 17057, USA"
"Middletown",1679,"1050 Kreider Dr Ste 100","","17057","PA","",40.2303536,-76.7573876,"1050 Kreider Dr #100, Middletown, PA 17057, USA"
"Middletown",1680,"3100 Schoolhouse Rd","","17057","PA","",40.2269741,-76.7172947,"3100 Schoolhouse Rd, Middletown, PA 17057, USA"
"Middletown",1681,"500 N Union st","","17057","PA","",40.2014584,-76.731871,"500 N Union St, Middletown, PA 17057, USA"
"Palmyra",1682,"38-42 N Londonderry Sq","","17078","PA","",40.319848,-76.565862,"38 N Londonderry Square, Palmyra, PA 17078, USA"
"Palmyra",1683,"1400 S Forge Rd Ste 1","","17078","PA","",40.2968147,-76.5754703,"1400 S Forge Rd #1, Palmyra, PA 17078, USA"
"Palmyra",1684,"941 Park Dr","","17078","PA","",40.3013996,-76.5863797,"941 Park Dr, Palmyra, PA 17078, USA"
"Palmyra",1685,"1400 S Forge Rd Ste 4","","17078","PA","",40.2968147,-76.5754703,"1400 S Forge Rd #4, Palmyra, PA 17078, USA"
"Palmyra",1686,"701 Leon Ave","","17078","PA","",40.2978737,-76.5758889,"701 Leon Ave, Palmyra, PA 17078, USA"
"Hershey",1687,"34 Northeast Dr","","17033","PA","",40.291711,-76.6492278,"34 Northeast Dr, Hershey, PA 17033, USA"
"Hershey",1688,"825 Fishburn Rd","","17033","PA","",40.2699754,-76.6515441,"825 Fishburn Rd, Hershey, PA 17033, USA"
"Hershey",1689,"500 University Dr","","17033","PA","",40.2640375,-76.6766783,"500 University Dr, Hershey, PA 17033, USA"
"Hershey",1690,"1120 Cocoa Ave","","17033","PA","",40.2707644,-76.6480435,"1120 Cocoa Ave, Hershey, PA 17033, USA"
"Hershey",1691,"1831 E Chocolate Ave","","17033","PA","",40.3010629,-76.6105023,"1831 E Chocolate Ave, Hershey, PA 17033, USA"
"Hershey",1692,"1253 Cocoa Ave","","17033","PA","",40.2688449,-76.6474669,"1253 Cocoa Ave, Hershey, PA 17033, USA"
"Hershey",1693,"1044 Cocoa Ave","","17033","PA","",40.2724094,-76.6484775,"1044 Cocoa Ave, Hershey, PA 17033, USA"
"Hershey",1694,"1664 E Chocolate Ave","","17033","PA","",40.2993441,-76.613257,"1664 E Chocolate Ave, Hershey, PA 17033, USA"
"Hershey",1695,"2 Briarcrest Sq","","17033","PA","",40.270315,-76.6723033,"2 Briarcrest Square, Hershey, PA 17033, USA"
"Hershey",1696,"30 Hope Dr Bldg B Ste 1200","","17033","PA","",40.2689846,-76.6596521,"30 Hope Dr #1200, Hershey, PA 17033, USA"
"Hershey",1697,"32 Northeast Dr Ste 201","","17033","PA","",40.2921605,-76.6489656,"32 Northeast Dr #201, Hershey, PA 17033, USA"
"Hershey",1698,"35 Hope Dr Ste 104","","17033","PA","",40.2702633,-76.6611863,"35 Hope Dr #104, Hershey, PA 17033, USA"
"Hershey",1699,"35 Hope Dr Ste 202-204","","17033","PA","",40.2702633,-76.6611863,"35 Hope Dr #202, Hershey, PA 17033, USA"
"Hershey",1700,"845 Fishburn Rd","","17033","PA","",40.270223,-76.650385,"845 Fishburn Rd, Hershey, PA 17033, USA"
"Hershey",1701,"35 Hope Dr Ste 102","","17033","PA","",40.2702633,-76.6611863,"35 Hope Dr #102, Hershey, PA 17033, USA"
"Hershey",1702,"30 Hope Dr Ste 1860","","17033","PA","",40.2689846,-76.6596521,"30 Hope Dr #1860, Hershey, PA 17033, USA"
"Hershey",1703,"1249 Cocoa Ave Ste 104","","17033","PA","",40.2692037,-76.6473629,"1249 Cocoa Ave #104, Hershey, PA 17033, USA"
"Hershey",1704,"725 Fishburn Rd","","17033","PA","",40.271204,-76.653738,"725 Fishburn Rd, Hershey, PA 17033, USA"
"Hershey",1705,"32 Northeast Dr Ste 102","","17033","PA","",40.2921605,-76.6489656,"32 Northeast Dr #102, Hershey, PA 17033, USA"
"Lebanon",1706,"1510 Cornwall Rd","","17042","PA","",40.319332,-76.417625,"1510 Cornwall Rd, Lebanon, PA 17042, USA"
"Lebanon",1707,"855 Tuck St Ste 1","","17042","PA","",40.3180132,-76.4163226,"855 Tuck St #1, Lebanon, PA 17042, USA"
"Lebanon",1708,"233 W Penn Ave","","17042","PA","",40.336441,-76.4803681,"233 W Penn Ave, Cleona, PA 17042, USA"
"Lebanon",1709,"618 Cornwall Rd","","17042","PA","",40.329332,-76.4247045,"618 Cornwall Rd, Lebanon, PA 17042, USA"
"Lebanon",1710,"845 Tuck St","","17042","PA","",40.3176626,-76.4163442,"845 Tuck St, Lebanon, PA 17042, USA"
"Lebanon",1711,"905 E Cumberland St","","17042","PA","",40.3438885,-76.3946324,"905 E Cumberland St, Lebanon, PA 17042, USA"
"Lebanon",1712,"341 Cumberland St","","17042","PA","",40.3400694,-76.4177172,"341 Cumberland St, Lebanon, PA 17042, USA"
"Lebanon",1713,"735 Norman Dr Ste A","","17042","PA","",40.3128839,-76.417436,"735 Norman Dr a, Lebanon, PA 17042, USA"
"Lebanon",1714,"940 Cumberland St","","17042","PA","",40.338749,-76.427769,"940 Cumberland St, Lebanon, PA 17042, USA"
"Lebanon",1715,"2627 West Cumberland St","","17042","PA","",40.3401495,-76.4593067,"2627 Cumberland St, Lebanon, PA 17042, USA"
"Lebanon",1716,"918 Russell Dr","","17042","PA","",40.315616,-76.419821,"918 Russell Dr, Lebanon, PA 17042, USA"
"Lebanon",1717,"840 Norman Dr","","17042","PA","",40.315453,-76.414956,"840 Norman Dr, Lebanon, PA 17042, USA"
"Lebanon",1718,"1701 Cornwall Rd Ste 101","","17042","PA","",40.3150754,-76.4184529,"1701 Cornwall Rd #101, Lebanon, PA 17042, USA"
"Lebanon",1719,"1701 Cornwall Rd","","17042","PA","",40.3150754,-76.4184529,"1701 Cornwall Rd, Lebanon, PA 17042, USA"
"Lebanon",1720,"341 Cumberland St 2nd Fl","","17042","PA","",40.3400694,-76.4177172,"341 Cumberland St, Lebanon, PA 17042, USA"
"Lebanon",1721,"4th and Walnut St 2nd Fl","PO Box 1281","17042","PA","1281",40.3371439,-76.4174986,"US-422 & S 4th St, Lebanon, PA 17042, USA"
"Port Royal",1722,"121 W 8th St","","17082","PA","",40.5323034,-77.3905713,"121 8th St, Port Royal, PA 17082, USA"
"Carlisle",1723,"366 Alexander Spring Rd Ste 1","","17015","PA","",40.1848389,-77.2259883,"366 Alexander Spring Rd #1, Carlisle, PA 17015, USA"
"Carlisle",1724,"366 Alexander Spring Rd Ste 3","","17015","PA","",40.1848389,-77.2259883,"366 Alexander Spring Rd #3, Carlisle, PA 17015, USA"
"Carlisle",1725,"19 Brookwood Ave Ste 104","","17015","PA","",40.1844496,-77.21624,"19 Brookwood Ave #104, Carlisle, PA 17015, USA"
"Carlisle",1726,"366 Alexander Spring Rd Ste 2","","17015","PA","",40.1848389,-77.2259883,"366 Alexander Spring Rd #2, Carlisle, PA 17015, USA"
"Carlisle",1727,"419 Village Dr Ste 2","","17015","PA","",40.1815658,-77.2135929,"419 Village Dr #2, Carlisle, PA 17015, USA"
"Carlisle",1728,"1533 Commerce Ave Ste 2","","17015","PA","",40.1855185,-77.2264927,"1533 Commerce Ave #2, Carlisle, PA 17015, USA"
"Carlisle",1729,"1533 Commerce Ave Ste 1","","17015","PA","",40.1855185,-77.2264927,"1533 Commerce Ave #1, Carlisle, PA 17015, USA"
"Carlisle",1730,"2 Jennifer Ct Ste B","","17015","PA","",40.1860498,-77.2247557,"2 Jennifer Ct b, Carlisle, PA 17015, USA"
"Carlisle",1731,"19 Sprint Dr Ste 1","","17015","PA","",40.1813375,-77.2209957,"19 Sprint Dr #1, Carlisle, PA 17015, USA"
"Carlisle",1732,"241 Alexander Spring Rd","","17015","PA","",40.1852061,-77.2171025,"241 Alexander Spring Rd, Carlisle, PA 17015, USA"
"Carlisle",1733,"9 Brookwood Ave","","17015","PA","",40.1834002,-77.2157456,"9 Brookwood Ave, Carlisle, PA 17015, USA"
"Carlisle",1734,"2 Jennifer Ct Ste A","","17015","PA","",40.1860498,-77.2247557,"2 Jennifer Ct a, Carlisle, PA 17015, USA"
"Carlisle",1735,"11 Sprint Dr Ste C","","17015","PA","",40.18092,-77.220748,"11 Sprint Dr c, Carlisle, PA 17015, USA"
"Carlisle",1736,"11 Sprint Dr Ste A","","17015","PA","",40.18092,-77.220748,"11 Sprint Dr a, Carlisle, PA 17015, USA"
"Carlisle",1737,"25 Sprint Dr","","17015","PA","",40.183063,-77.222864,"25 Sprint Dr, Carlisle, PA 17015, USA"
"Carlisle",1738,"2 Jennifer Ct","","17015","PA","",40.1860498,-77.2247557,"2 Jennifer Ct, Carlisle, PA 17015, USA"
"Carlisle",1739,"366 Alexander Spring Rd Ste 3 and 4","","17015","PA","",40.1848389,-77.2259883,"366 Alexander Spring Rd #3, Carlisle, PA 17015, USA"
"Carlisle",1740,"1533 Commerce Ave Ste 3","","17015","PA","",40.1855185,-77.2264927,"1533 Commerce Ave #3, Carlisle, PA 17015, USA"
"Carlisle",1741,"19 Sprint Dr Ste 3","","17015","PA","",40.1813375,-77.2209957,"19 Sprint Dr #3, Carlisle, PA 17015, USA"
"Carlisle",1742,"366 Alexander Spring Rd Ste 4","","17015","PA","",40.1848389,-77.2259883,"366 Alexander Spring Rd #4, Carlisle, PA 17015, USA"
"Carlisle",1743,"49 Brookwood Ave","","17015","PA","",40.1841759,-77.213599,"49 Brookwood Ave, Carlisle, PA 17015, USA"
"Carlisle",1744,"56 Ashton St","","17015","PA","",40.1604219,-77.266675,"56 Ashton St, Carlisle, PA 17015, USA"
"Carlisle",1745,"5 Brookwood Ave Ste 1","","17015","PA","",40.1829489,-77.2155331,"5 Brookwood Ave #1, Carlisle, PA 17015, USA"
"Carlisle",1746,"37 Brookwood Ave","","17015","PA","",40.1851083,-77.2150233,"37 Brookwood Ave, Carlisle, PA 17015, USA"
"Carlisle",1747,"3 Jennifer Ct Ste B","","17015","PA","",40.185803,-77.225629,"3 Jennifer Ct b, Carlisle, PA 17015, USA"
"Carlisle",1748,"419 Village Dr Ste 5","","17015","PA","",40.1815658,-77.2135929,"419 Village Dr #5, Carlisle, PA 17015, USA"
"Carlisle",1749,"1 Dunwoody Dr","","17015","PA","",40.1847856,-77.2199357,"1 Dunwoody Dr, Carlisle, PA 17015, USA"
"Carlisle",1750,"5 Brookwood Ave","","17015","PA","",40.1829489,-77.2155331,"5 Brookwood Ave, Carlisle, PA 17015, USA"
"Carlisle",1751,"11 Sprint Dr Ste B","","17015","PA","",40.18092,-77.220748,"11 Sprint Dr b, Carlisle, PA 17015, USA"
"Carlisle",1752,"338 Alexander Spring Rd","","17015","PA","",40.1852665,-77.2215688,"338 Alexander Spring Rd, Carlisle, PA 17015, USA"
"Carlisle",1753,"2 Tyler Ct","","17015","PA","",40.1861196,-77.2205404,"2 Tyler Ct, Carlisle, PA 17015, USA"
"Carlisle",1754,"19 Sprint Dr Ste 2","","17015","PA","",40.1813375,-77.2209957,"19 Sprint Dr #2, Carlisle, PA 17015, USA"
"Carlisle",1755,"850 Walnut Bottom Rd Ste 102","","17013","PA","",40.1880265,-77.2055966,"850 Walnut Bottom Rd #102, Carlisle, PA 17013, USA"
"Carlisle",1756,"220 Wilson St Ste 210","","17013","PA","",40.198542,-77.2039343,"220 Wilson St #210, Carlisle, PA 17013, USA"
"Carlisle",1757,"804 Belvedere St","","17013","PA","",40.1882649,-77.2046613,"804 Belvedere St, Carlisle, PA 17013, USA"
"Lebanon",1758,"735 Norman Dr","","17042","PA","",40.3128839,-76.417436,"735 Norman Dr, Lebanon, PA 17042, USA"
"Lebanon",1759,"775 Norman Dr","","17042","PA","",40.3137556,-76.4133089,"775 Norman Dr, Lebanon, PA 17042, USA"
"Lebanon",1760,"4th and Walnut Sts 2nd Fl W","","17042","PA","",40.3371439,-76.4174986,"US-422 & S 4th St, Lebanon, PA 17042, USA"
"Lebanon",1761,"761 Norman Dr","","17042","PA","",40.312682,-76.415003,"761 Norman Dr, Lebanon, PA 17042, USA"
"Lebanon",1762,"101 Fairview Cir","","17042","PA","",40.2816729,-76.4342148,"101 Fairview Cir, Lebanon, PA 17042, USA"
"Lebanon",1763,"154 N Zinns Mill Rd","","17042","PA","",40.286954,-76.433705,"154 N Zinns Mill Rd, Lebanon, PA 17042, USA"
"Lebanon",1764,"735 Norman Dr Ste 3","","17042","PA","",40.3128839,-76.417436,"735 Norman Dr #3, Lebanon, PA 17042, USA"
"Lebanon",1765,"717 S 8th St","","17042","PA","",40.3292836,-76.4233094,"717 S 8th St, Lebanon, PA 17042, USA"
"Lebanon",1766,"844 Tuck St","","17042","PA","",40.317709,-76.415148,"844 Tuck St, Lebanon, PA 17042, USA"
"Lebanon",1767,"912 Russell Dr","","17042","PA","",40.3153986,-76.4186229,"912 Russell Dr, Lebanon, PA 17042, USA"
"Lebanon",1768,"618 Cornwall Rd Ste 2","","17042","PA","",40.329332,-76.4247045,"618 Cornwall Rd #2, Lebanon, PA 17042, USA"
"Lebanon",1769,"850 Tuck St 1st Fl","","17042","PA","",40.318276,-76.415111,"850 Tuck St, Lebanon, PA 17042, USA"
"Lebanon",1770,"956 Isabel Dr","","17042","PA","",40.3151541,-76.4213935,"956 Isabel Dr, Lebanon, PA 17042, USA"
"Lebanon",1771,"850 Tuck St","","17042","PA","",40.318276,-76.415111,"850 Tuck St, Lebanon, PA 17042, USA"
"Lebanon",1772,"735 Norman Dr Ste B","","17042","PA","",40.3128839,-76.417436,"735 Norman Dr b, Lebanon, PA 17042, USA"
"Cornwall",1773,"1 Boyd St","","17016","PA","",40.273245,-76.409232,"1 Boyd St, Cornwall, PA 17016, USA"
"Mechanicsburg",1774,"100 Mount Allen Dr","","17055","PA","",40.1855845,-76.9778757,"100 Mt Allen Dr, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1775,"4950 Wilson Ln","","17055","PA","",40.209532,-76.972451,"4950 Wilson Ln, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1776,"555 Gettysburg Pike Ste C300","","17055","PA","",40.1698804,-76.9962035,"555 Gettysburg Pike c300, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1777,"900 Century Dr Ste 101","","17055","PA","",40.21376,-76.9626454,"900 Century Dr #101, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1778,"880 Century Dr","","17055","PA","",40.21285,-76.9645665,"880 Century Dr, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1779,"6 Market Plaza Way","","17055","PA","",40.1941019,-76.9934763,"6 Market Plaza Way, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1780,"2106 Aspen Dr","","17055","PA","",40.176865,-76.9847983,"2106 Aspen Dr, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1781,"890 Century Dr","","17055","PA","",40.2131394,-76.9632374,"890 Century Dr, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1782,"161 Old Schoolhouse Ln Ste 2","","17055","PA","",40.1934826,-76.9856825,"161 Old Schoolhouse Ln #2, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1783,"1010 Wesley Dr","","17055","PA","",40.2114079,-76.9621362,"1010 Wesley Dr, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1784,"100 N Walnut St","","17055","PA","",40.2161959,-77.0033029,"100 N Walnut St, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1785,"856 Century Dr","","17055","PA","",40.2107219,-76.9649721,"856 Century Dr, Mechanicsburg, PA 17055, USA"
"Mechanicsburg",1786,"5001 Louise Dr Ste 104","","17055","PA","",40.2011329,-76.9602524,"5001 Louise Dr #104, Mechanicsburg, PA 17055, USA"
"Carlisle",1787,"1211 Forge Rd","","17013","PA","",40.1887745,-77.1599798,"1211 Forge Rd, Carlisle, PA 17013, USA"
"Carlisle",1788,"1211 Forge Rd Ste 200","","17013","PA","",40.1887745,-77.1599798,"1211 Forge Rd #200, Carlisle, PA 17013, USA"
"Carlisle",1789,"254 E High St","","17013","PA","",40.2004016,-77.1826954,"254 E High St, Carlisle, PA 17013, USA"
"Carlisle",1790,"220 Wilson St Ste 207","","17013","PA","",40.198542,-77.2039343,"220 Wilson St #207, Carlisle, PA 17013, USA"
"Carlisle",1791,"1211 Forge Rd Ste 300","","17013","PA","",40.1887745,-77.1599798,"1211 Forge Rd #300, Carlisle, PA 17013, USA"
"Carlisle",1792,"522 S Pitt St","","17013","PA","",40.1941609,-77.192844,"522 S Pitt St, Carlisle, PA 17013, USA"
"Carlisle",1793,"15 State Ave Ste 102","","17013","PA","",40.1817026,-77.1903151,"15 State Ave #102, Carlisle, PA 17013, USA"
"Lewistown",1794,"54 Chestnut St","","17044","PA","",40.5997049,-77.5698388,"54 Chestnut St, Lewistown, PA 17044, USA"
"Lewistown",1795,"310 Electric Ave Ste 231","","17044","PA","",40.6163506,-77.5673918,"310 Electric Ave #231, Lewistown, PA 17044, USA"
"Lewistown",1796,"99 N Juniata St","","17044","PA","",40.5956571,-77.5801016,"99 N Juniata St, Lewistown, PA 17044, USA"
"Lewistown",1797,"1000 Meade St Ste 204","","17044","PA","",NA,NA,NA
"Lewistown",1798,"27 Sandy Ln Ste 140","","17044","PA","",40.6195686,-77.5683344,"27 Sandy Ln #140, Lewistown, PA 17044, USA"
"Lewistown",1799,"400 Highland Ave 4th Fl","","17044","PA","",40.6180362,-77.5669426,"400 Highland Ave, Lewistown, PA 17044, USA"
"Lewistown",1800,"400 Highland Ave","","17044","PA","",40.6180362,-77.5669426,"400 Highland Ave, Lewistown, PA 17044, USA"
"Lewistown",1801,"27 Sandy Ln Ste 270","","17044","PA","",40.6195686,-77.5683344,"27 Sandy Ln #270, Lewistown, PA 17044, USA"
"Lewistown",1802,"307 4th St","","17044","PA","",40.6190517,-77.5688314,"307 4th St, Lewistown, PA 17044, USA"
"Lewistown",1803,"310 Electric Ave Ste 150","","17044","PA","",40.6163506,-77.5673918,"310 Electric Ave #150, Lewistown, PA 17044, USA"
"Lewistown",1804,"400 Highland Ave Wing 3A","","17044","PA","",40.6180362,-77.5669426,"400 Highland Ave, Lewistown, PA 17044, USA"
"Lewistown",1805,"310 Electric Ave Ste 240","","17044","PA","",40.6163506,-77.5673918,"310 Electric Ave #240, Lewistown, PA 17044, USA"
"Lewistown",1806,"211 3rd St","","17044","PA","",40.6176538,-77.5693229,"211 3rd St, Lewistown, PA 17044, USA"
"Lewistown",1807,"27 Sandy Ln Ste 200","","17044","PA","",40.6195686,-77.5683344,"27 Sandy Ln #200, Lewistown, PA 17044, USA"
"Lewistown",1808,"400 Highland Ave 5th Fl","","17044","PA","",40.6180362,-77.5669426,"400 Highland Ave, Lewistown, PA 17044, USA"
"Lewistown",1809,"400 Highland Ave 5th Fl MOB","","17044","PA","",40.6180362,-77.5669426,"400 Highland Ave, Lewistown, PA 17044, USA"
"Lewistown",1810,"19 W 3rd St","","17044","PA","",40.5983002,-77.5765565,"19 W 3rd St, Lewistown, PA 17044, USA"
"Lewistown",1811,"247 E 3rd St","","17044","PA","",40.6010116,-77.5715301,"247 E 3rd St, Lewistown, PA 17044, USA"
"Lewistown",1812,"21 S Brown St","","17044","PA","",40.5977911,-77.572187,"21 S Brown St, Lewistown, PA 17044, USA"
"Lewistown",1813,"130 Highland Ave","","17044","PA","",40.6164473,-77.5697886,"130 Highland Ave, Lewistown, PA 17044, USA"
"Lewistown",1814,"10180 Hwy 522","Walmart Vision Center","17044","PA","",40.5813426,-77.6114582,"10180 U.S. 522 S, Lewistown, PA 17044, USA"
"Lewistown",1815,"18 N Main St","","17044","PA","",40.5980721,-77.5753611,"18 N Main St, Lewistown, PA 17044, USA"
"Lewistown",1816,"16 W Market St","","17044","PA","",40.597294,-77.5748579,"16 W Market St, Lewistown, PA 17044, USA"
"Lewistown",1817,"50 Valley St","PO Box 1249","17044","PA","1249",40.6006937,-77.5714282,"50 Valley St, Lewistown, PA 17044, USA"
"Lewistown",1818,"24 Sandy Ln","","17044","PA","",40.6187795,-77.5702891,"24 Sandy Ln, Lewistown, PA 17044, USA"
"Lewistown",1819,"27 Sandy Ln","","17044","PA","",40.6195686,-77.5683344,"27 Sandy Ln, Lewistown, PA 17044, USA"
"Lewistown",1820,"27 Sandy Ln Ste 120","","17044","PA","",40.6195686,-77.5683344,"27 Sandy Ln #120, Lewistown, PA 17044, USA"
"Burnham",1821,"418 N Logan Blvd","","17009","PA","",40.6329104,-77.5710824,"418 N Logan Blvd, Burnham, PA 17009, USA"
"Burnham",1822,"217 S Logan Blvd","","17009","PA","",40.6278042,-77.5660652,"217 S Logan Blvd, Burnham, PA 17009, USA"
"Burnham",1823,"231 N Logan Blvd","","17009","PA","",40.6319239,-77.5688331,"231 N Logan Blvd, Burnham, PA 17009, USA"
"Burnham",1824,"418 N Logan Blvd Ste A","","17009","PA","",40.6329104,-77.5710824,"418 N Logan Blvd a, Burnham, PA 17009, USA"
"Burnham",1825,"301 S Logan Blvd","","17009","PA","",40.6264828,-77.5647731,"301 S Logan Blvd, Burnham, PA 17009, USA"
"Burnham",1826,"N Logan Blvd","","17009","PA","",40.6319252,-77.5699943,"N Logan Blvd, Burnham, PA, USA"
"Yeagertown",1827,"13359 Ferguson Valley Rd","","17099","PA","",40.6370108,-77.5782503,"13359 Ferguson Valley Rd, Yeagertown, PA 17099, USA"
"Yeagertown",1828,"217 Greenwood Ave","","17099","PA","",40.6362027,-77.5808594,"217 Greenwood Ave, Yeagertown, PA 17099, USA"
"Yeagertown",1829,"310 S Main St","","17099","PA","",40.6364369,-77.5742784,"310 S Main St, Yeagertown, PA 17099, USA"
"Belleville",1830,"4461 E Main St","PO Box 5643","17004","PA","5643",40.6118397,-77.7081215,"4461 E Main St, Belleville, PA 17004, USA"
"Belleville",1831,"5947 State Route 655","","17004","PA","",40.6376791,-77.6625116,"5947 PA-655, Belleville, PA 17004, USA"
"Centre Hall",1832,"2790 Earlystown Rd","","16828","PA","",40.8306381,-77.6803819,"2790 Earlystown Rd, Centre Hall, PA 16828, USA"
"Centre Hall",1833,"2780 Earlystown Rd 3","","16828","PA","",40.830205,-77.680991,"2780 Earlystown Rd, Centre Hall, PA 16828, USA"
"Spring Mills",1834,"4570 Penns Valley Rd Ste 3","","16875","PA","",40.8851682,-77.5011144,"4570 Penns Valley Rd #3, Spring Mills, PA 16875, USA"
"Boalsburg",1835,"128 Boal Ave","PO Box 680","16827","PA","680",40.7782068,-77.7922001,"128 Boal Ave, Boalsburg, PA 16827, USA"
"Boalsburg",1836,"104 W Main St","","16827","PA","",40.7755948,-77.7928839,"104 W Main St, Boalsburg, PA 16827, USA"
"Huntingdon",1837,"1225 Warm Springs Ave Fl 3","","16652","PA","",40.49307,-78.014318,"1225 Warm Springs Ave, Huntingdon, PA 16652, USA"
"Huntingdon",1838,"1225 Warm Springs Ave","","16652","PA","",40.49307,-78.014318,"1225 Warm Springs Ave, Huntingdon, PA 16652, USA"
"Huntingdon",1839,"9492 William Penn Hwy Ste 3","","16652","PA","",40.5072129,-78.0717145,"9492 William Penn Hwy #3, Huntingdon, PA 16652, USA"
"Huntingdon",1840,"835 Washington St","","16652","PA","",40.4877147,-78.016999,"835 Washington St, Huntingdon, PA 16652, USA"
"Huntingdon",1841,"10663 Raystown Rd Ste B","","16652","PA","",40.4733439,-78.0588259,"10663 Raystown Rd b, Huntingdon, PA 16652, USA"
