"city","address_id","street1","street2","zipcode","state","po_box","lat","lng","formatted_address"
"Middletown",6647,"1000 State Route 35","","07748","NJ","",40.3958482,-74.1070218,"1000 NJ-35, Middletown, NJ 07748, USA"
"Neptune",6648,"1944 State Route 33 Ste 101A","","07753","NJ","",40.2075807,-74.0401183,"1944 NJ-33 #101a, Neptune City, NJ 07753, USA"
"Shrewsbury",6649,"1131 Broad St Ste 104","","07702","NJ","",40.3142563,-74.0627251,"1131 Broad St #104, Shrewsbury, NJ 07702, USA"
"Belmar",6650,"2101 State Route 34","","07719","NJ","",40.3740166,-74.2034839,"2101 NJ-34, Belmar, NJ 07719, USA"
"Forked River",6651,"540 Lacey Rd","","08731","NJ","",39.8530752,-74.2001372,"540 Lacey Rd, Forked River, NJ 08731, USA"
"Forked River",6652,"59 Manchester Ave","","08731","NJ","",39.861716,-74.200098,"59 Manchester Ave, Forked River, NJ 08731, USA"
"Oakhurst",6653,"1806 State Route 35","","07755","NJ","",40.260395,-74.0423661,"1806 NJ-35, Oakhurst, NJ 07755, USA"
"Manahawkin",6654,"1322 Route 72 W Ste 201","","08050","NJ","",39.7246673,-74.2889946,"1322 NJ-72 #201, Manahawkin, NJ 08050, USA"
"Milford",6655,"1016 Mattlind Way","","19963","DE","",38.928741,-75.446788,"1016 Mattlind Way, Milford, DE 19963, United States"
"Milford",6656,"200 Kings Hwy Ste 7","","19963","DE","",38.9084351,-75.4319478,"200 Kings Hwy #7, Milford, DE 19963, USA"
"Milford",6657,"517 S Dupont Blvd","","19963","DE","",38.906701,-75.4414196,"517 Dupont Blvd, Milford, DE 19963, USA"
"Milford",6658,"800 Airport Rd","","19963","DE","",38.9287081,-75.4441375,"800 Airport Rd, Milford, DE 19963, USA"
"Milford",6659,"111 Neurology Way","","19963","DE","",38.9316108,-75.4553496,"111 Neurology Way, Milford, DE 19963, USA"
"Milford",6660,"909 Lakeview Ave","","19963","DE","",38.90265,-75.439472,"909 Lakeview Ave, Milford, DE 19963, USA"
"Milford",6661,"415 S Dupont Blvd","","19963","DE","",38.9070856,-75.4415875,"415 S Dupont Blvd, Milford, DE 19963, USA"
"Milford",6662,"112 Sussex Ave Ste 101","","19963","DE","",38.9066531,-75.4316591,"112 Sussex Ave #101, Milford, DE 19963, USA"
"Milford",6663,"1012 N Walnut St","","19963","DE","",38.9287914,-75.4294011,"1012 N Walnut St, Milford, DE 19963, USA"
"Milford",6664,"1005 Mattlind Way","","19963","DE","",38.929658,-75.445699,"1005 Mattlind Way, Milford, DE 19963, United States"
"Milford",6665,"701 Woodmere Rd","","19963","DE","",38.9010589,-75.462318,"701 Woodmere Rd, Milford, DE 19963, USA"
"Milford",6666,"200 Kona Cir","","19963","DE","",38.9319195,-75.4571858,"200 Kona Cir, Milford, DE 19963, USA"
"Milford",6667,"201 W Liberty Way","","19963","DE","",38.932734,-75.4518072,"201 W Liberty Way, Milford, DE 19963, USA"
"Georgetown",6668,"25 Bridgeville Rd","","19947","DE","",38.697342,-75.397513,"25 Bridgeville Rd, Georgetown, DE 19947, USA"
"Georgetown",6669,"21635 Biden Ave Ste 101","","19947","DE","",38.6992223,-75.4051855,"21635 Biden Ave #101, Georgetown, DE 19947, USA"
"Georgetown",6670,"26351 Patriots Way 102 Lloyd Ln","Georgetown Wellness Progam","19947","DE","",38.6229448,-75.3196535,"26351 Patriots Way, Georgetown, DE 19947, USA"
"Georgetown",6671,"26351 Patriots Way","Stokley Ctr","19947","DE","",38.6229448,-75.3196535,"26351 Patriots Way, Georgetown, DE 19947, USA"
"Georgetown",6672,"10 W Laurel St","","19947","DE","",38.690433,-75.387153,"10 W Laurel St, Georgetown, DE 19947, USA"
"Georgetown",6673,"20930 Dupont Blvd Ste 202","","19947","DE","",38.6901868,-75.3992445,"20930 Dupont Blvd #202, Georgetown, DE 19947, USA"
"Georgetown",6674,"502 W Market St Ste A","","19947","DE","",38.683806,-75.3943831,"502 W Market St a, Georgetown, DE 19947, USA"
"Millsboro",6675,"31507 Oak Orchard Rd Unit 12","","19966","DE","",38.6146306,-75.2013442,"31507 Oak Orchard Rd #12, Millsboro, DE 19966, USA"
"Millsboro",6676,"26744 John J Williams Hwy Ste 5","","19966","DE","",38.6138719,-75.2051116,"26744 John J Williams Hwy #5, Millsboro, DE 19966, USA"
"Millsboro",6677,"28467 Dupont Blvd Unit 1","","19966","DE","",38.5876874,-75.2976037,"28467 Dupont Blvd #1, Millsboro, DE 19966, USA"
"Millville",6678,"32550 Docs Pl Ste 1","","19967","DE","",38.5490247,-75.1066864,"1 Doc's Pl Exd, Millville, DE 19967, USA"
"Ocean View",6679,"92 Atlantic Ave","","19970","DE","",38.5445148,-75.0958818,"92 Atlantic Ave, Ocean View, DE 19970, USA"
"Bethany Beach",6680,"33188 Coastal Hwy Ste 4","","19930","DE","",38.5246578,-75.0561447,"33188 Coastal Hwy #4, Bethany Beach, DE 19930, USA"
"Gap",6681,"91 Newport Rd","","17527","PA","",39.977018,-76.010267,"91 Newport Pike, Gap, PA 17527, USA"
"Bath",6682,"5964 Nor Bath Blvd","","18014","PA","",40.7037547,-75.4186847,"5964 Nor Bath Blvd, Bath, PA 18014, USA"
"Allentown",6683,"203 Park Vista Ter","","18104","PA","",40.5887969,-75.5338362,"203 Park Vista Terrace, Allentown, PA 18104, USA"
"Emmaus",6684,"3835 Chestnut St","","18049","PA","",40.5240207,-75.5166951,"3835 Chestnut St, Emmaus, PA 18049, USA"
"Pottstown",6685,"692 W Schuylkill Rd","","19465","PA","",40.233232,-75.6680939,"692 W Schuylkill Rd, Pottstown, PA 19465, USA"
"Cresco",6686,"1101 Route 390 Ste 103","","18326","PA","",41.1810178,-75.2683988,"1101 PA-390 #103, Cresco, PA 18326, USA"
"Scotrun",6687,"2551 Route 611","Scotrun Plaza","18355","PA","",41.055588,-75.3159434,"2551 PA-611, Scotrun, PA 18355, USA"
"Altoona",6688,"721 Pleasant Valley Blvd","","16602","PA","",40.5102637,-78.3821412,"721 Pleasant Valley Blvd, Altoona, PA 16602, USA"
"Altoona",6689,"501 Howard Ave Bldg A107","","16601","PA","",40.5221718,-78.3984612,"501 Howard Ave, Altoona, PA 16601, USA"
"Altoona",6690,"2507 Broad Ave","","16601","PA","",40.5035677,-78.4111827,"2507 Broad Ave, Altoona, PA 16601, USA"
"Altoona",6691,"501 Howard Ave Ste B204","","16601","PA","",40.5221718,-78.3984612,"501 Howard Ave b204, Altoona, PA 16601, USA"
"Altoona",6692,"501 Howard Ave Bldg F2","","16601","PA","",40.5221718,-78.3984612,"501 Howard Ave, Altoona, PA 16601, USA"
"Elkton",6693,"111 W High St Ste 107","","21921","MD","",39.609302,-75.83279,"111 W High St #107, Elkton, MD 21921, USA"
"Elkton",6694,"215 North St Ste C","","21921","MD","",39.609962,-75.830887,"215 North St c, Elkton, MD 21921, USA"
"Elkton",6695,"103 E Main St","","21921","MD","",39.6080165,-75.8295877,"103 E Main St, Elkton, MD 21921, USA"
"Elkton",6696,"111 W High St Ste 311","","21921","MD","",39.609302,-75.83279,"111 W High St #311, Elkton, MD 21921, USA"
"Elkton",6697,"126A E High St","","21921","MD","",39.6095443,-75.828437,"126 E High St, Elkton, MD 21921, USA"
"Elkton",6698,"703 N Bridge St Ste 104","","21921","MD","",39.616689,-75.8381907,"703 N Bridge St #104, Elkton, MD 21921, USA"
"Elkton",6699,"152 Railroad Ave","","21921","MD","",39.609933,-75.833783,"152 Railroad Ave, Elkton, MD 21921, USA"
"Rising Sun",6700,"281 E Main St","","21911","MD","",39.699785,-76.05299,"281 E Main St, Rising Sun, MD 21911, USA"
"Havre de Grace",6701,"508 LaFayette St","","21078","MD","",39.5404167,-76.0920161,"508 Lafayette St, Havre De Grace, MD 21078, USA"
"Havre de Grace",6702,"2027 Pulaski Hwy Ste 207","","21078","MD","",39.5286057,-76.1321277,"2027 Pulaski Hwy #207, Havre De Grace, MD 21078, USA"
"Havre de Grace",6703,"2027 Pulaski Hwy Ste 101","","21078","MD","",39.5286057,-76.1321277,"2027 Pulaski Hwy #101, Havre De Grace, MD 21078, USA"
"Havre de Grace",6704,"2027 Pulaski Hwy Ste 203","","21078","MD","",39.5286057,-76.1321277,"2027 Pulaski Hwy #203, Havre De Grace, MD 21078, USA"
"Havre de Grace",6705,"2027 Pulaski Hwy Ste 205","","21078","MD","",39.5286057,-76.1321277,"2027 Pulaski Hwy #205, Havre De Grace, MD 21078, USA"
"Oxford",6706,"25 N 3rd St","","19363","PA","",39.785971,-75.978389,"25 N 3rd St, Oxford, PA 19363, USA"
"Centreville",6707,"2540 Centreville Rd","","21617","MD","",39.0346305,-76.073921,"2540 Centreville Rd, Centreville, MD 21617, USA"
"Queenstown",6708,"125 Shoreway Dr","","21658","MD","",38.9672451,-76.1823488,"125 Shoreway Drive, Queenstown, MD 21658, USA"
"Chester",6709,"1630 Main St Ste 201","","21619","MD","",38.9768036,-76.2863855,"1630 Main St #201, Chester, MD 21619, USA"
"Rosedale",6710,"9110 Philadelphia Rd Ste 308","","21237","MD","",39.3482159,-76.4735946,"9110 Philadelphia Rd #308, Rosedale, MD 21237, USA"
"Rosedale",6711,"9114 Philadelphia Rd Ste 208","","21237","MD","",39.3479932,-76.4727891,"9114 Philadelphia Rd #208, Rosedale, MD 21237, USA"
"Wilmington",6712,"5311 Limestone Rd Ste 201","","19808","DE","",39.7447152,-75.6930837,"5311 Limestone Rd #201, Wilmington, DE 19808, USA"
"Wilmington",6713,"2055 Limestone Rd Ste 117","","19808","DE","",39.7233481,-75.6570393,"2055 Limestone Rd #117, Wilmington, DE 19808, USA"
"Wilmington",6714,"1941 Limestone Rd Ste 201","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #201, Wilmington, DE 19808, USA"
"Wilmington",6715,"5317 Limestone Rd Ste 3","","19808","DE","",39.744647,-75.6960166,"5317 Limestone Rd #3, Wilmington, DE 19808, USA"
"Wilmington",6716,"2601 Annand Dr","","19808","DE","",39.7157862,-75.6750508,"2601 Annand Dr, Wilmington, DE 19808, USA"
"Wilmington",6717,"2601 Annand Dr Ste 3","","19808","DE","",39.7157862,-75.6750508,"2601 Annand Dr #3, Wilmington, DE 19808, USA"
"Wilmington",6718,"1941 Limestone Rd Ste 211","","19808","DE","",39.7201497,-75.6528824,"1941 Limestone Rd #211, Wilmington, DE 19808, USA"
"Wilmington",6719,"2006 Limestone Rd Ste 8","","19808","DE","",39.719982,-75.655401,"2006 Limestone Rd #8, Wilmington, DE 19808, USA"
"Hockessin",6720,"726 Yorklyn Rd Ste 100","","19707","DE","",39.7905937,-75.6895343,"726 Yorklyn Rd #100, Hockessin, DE 19707, USA"
"Hockessin",6721,"7503 Lancaster Pike","","19707","DE","",39.7907849,-75.7021525,"7503 Lancaster Pike, Hockessin, DE 19707, USA"
"Hockessin",6722,"5936 Limestone Rd Ste 202","","19707","DE","",39.7580124,-75.7041045,"5936 Limestone Rd #202, Hockessin, DE 19707, USA"
"Hockessin",6723,"722 Yorklyn Rd Ste 100","","19707","DE","",39.7896977,-75.6902049,"722 Yorklyn Rd #100, Hockessin, DE 19707, USA"
"Hockessin",6724,"530 Schoolhouse Rd","","19707","DE","",39.7857588,-75.6875041,"530 School House Rd, Hockessin, DE 19707, USA"
"Hockessin",6725,"724 Yorklyn Rd Ste 125","","19707","DE","",39.7897924,-75.690898,"724 Yorklyn Rd #125, Hockessin, DE 19707, USA"
"Hockessin",6726,"310 Lantana Dr","","19707","DE","",39.7740138,-75.711058,"310 Lantana Dr, Hockessin, DE 19707, USA"
"Hockessin",6727,"722 Yorklyn Rd Ste 400","","19707","DE","",39.7896977,-75.6902049,"722 Yorklyn Rd #400, Hockessin, DE 19707, USA"
"Hockessin",6728,"720 Yorklyn Rd Ste 10","","19707","DE","",39.7893,-75.690828,"720 Yorklyn Rd #10, Hockessin, DE 19707, USA"
"Radnor",6729,"250 King of Prussia Rd","","19087","PA","",40.0426369,-75.3586436,"250 King of Prussia Rd, Radnor, PA 19087, USA"
"King of Prussia",6730,"234 Mall Blvd Ste G-10","","19406","PA","",40.0915409,-75.393326,"234 Mall Blvd #10, King of Prussia, PA 19406, USA"
"West Chester",6731,"1781 Lenape Rd","","19382","PA","",39.893564,-75.658047,"1781 Lenape Rd, West Chester, PA 19382, USA"
"Denton",6732,"920 Market St","","21629","MD","",38.882904,-75.821616,"920 Market St, Denton, MD 21629, USA"
"Collegeville",6733,"100 Campus Dr Bldg A","","19426","PA","",40.1591602,-75.4664232,"100 Campus Dr, Collegeville, PA 19426, USA"
"Quakertown",6734,"1226 W Broad St","","18951","PA","",40.4423585,-75.3517101,"1226 W Broad St, Quakertown, PA 18951, USA"
"Easton",6735,"1631 Northampton St","","18042","PA","",40.6901,-75.235338,"1631 Northampton St, Easton, PA 18042, USA"
"Washington",6736,"173 E Washington Ave","","07882","NJ","",40.7594741,-74.9747336,"173 E Washington Ave, Washington, NJ 07882, USA"
"Phillipsburg",6737,"901 Coventry Dr","","08865","NJ","",40.706714,-75.170061,"901 Coventry Dr, Phillipsburg, NJ 08865, USA"
"Phillipsburg",6738,"236 Roseberry St","","08865","NJ","",40.700155,-75.1791364,"236 Roseberry St, Phillipsburg, NJ 08865, USA"
"Phillipsburg",6739,"409 Coventry Dr","","08865","NJ","",40.7072939,-75.1707376,"409 Coventry Dr, Phillipsburg, NJ 08865, USA"
"Phillipsburg",6740,"755 Memorial Pkwy Ste 115","","08865","NJ","",40.698893,-75.1750744,"755 Memorial Pkwy #115, Phillipsburg, NJ 08865, USA"
"Phillipsburg",6741,"301 Coventry Dr","","08865","NJ","",40.707757,-75.170298,"301 Coventry Dr, Phillipsburg, NJ 08865, USA"
"Phillipsburg",6742,"755 Memorial Pkwy Ste 105","","08865","NJ","",40.698893,-75.1750744,"755 Memorial Pkwy #105, Phillipsburg, NJ 08865, USA"
"Teaneck",6743,"185 Cedar Ln Ste 2","","07666","NJ","",40.8864689,-74.013106,"185 Cedar Ln #2, Teaneck, NJ 07666, USA"
"Wayne",6744,"57 Willowbrook Blvd Ste 202","","07470","NJ","",40.8890613,-74.2492223,"57 Willowbrook Blvd #202, Wayne, NJ 07470, USA"
"Laurel",6745,"1124 S Central Ave","","19956","DE","",38.5465402,-75.5699322,"1124 S Central Ave, Laurel, DE 19956, USA"
"Seaford",6746,"8500 Herring Run Rd","","19973","DE","",38.661254,-75.5972634,"8500 Herring Run Rd, Seaford, DE 19973, USA"
"Seaford",6747,"1200 Norman Eskridge Hwy","","19973","DE","",38.6531225,-75.5967734,"1200 Norman Eskridge Hwy, Seaford, DE 19973, USA"
"Seaford",6748,"1607 Middleford Rd","","19973","DE","",38.6468052,-75.5955581,"1607 Rd 535, Seaford, DE 19973, USA"
"Seaford",6749,"801 MIddleford Rd","","19973","DE","",38.6422067,-75.6046615,"801 Rd 535, Seaford, DE 19973, USA"
"Seaford",6750,"110 S North St","","19973","DE","",38.6418782,-75.6079053,"110 North St, Seaford, DE 19973, USA"
"Seaford",6751,"26685 Sussex Hwy","","19973","DE","",38.6138365,-75.5868242,"26685 Sussex Hwy, Seaford, DE 19973, USA"
"Salisbury",6752,"5717 King Stuart Dr","","21801","MD","",38.350605,-75.685061,"5717 King Stuart Dr, Salisbury, MD 21801, USA"
"Salisbury",6753,"1415 Wesley Dr","","21801","MD","",38.339562,-75.607988,"1415 Wesley Dr, Salisbury, MD 21801, USA"
"West Grove",6754,"1011 W Baltimore Pike Ste 301","","19390","PA","",39.821722,-75.88899,"1011 W Baltimore Pike #301, West Grove, PA 19390, USA"
"West Grove",6755,"1011 W Baltimore Pike","","19390","PA","",39.821722,-75.88899,"1011 W Baltimore Pike, West Grove, PA 19390, USA"
"Allentown",6756,"933 N 4th St","","18102","PA","",40.617866,-75.471689,"933 N 4th St, Allentown, PA 18102, USA"
"Bethlehem",6757,"2502 Schoenersville Rd","","18017","PA","",40.6443209,-75.4039059,"2502 Schoenersville Rd, Bethlehem, PA 18017, USA"
"Bethlehem",6758,"95 Highland Ave Ste 140","","18017","PA","",40.6671327,-75.3843865,"95 Highland Ave #140, Bethlehem, PA 18017, USA"
"Bethlehem",6759,"1220 Illicks Mill Rd","","18017","PA","",40.6388333,-75.3968541,"1220 Illick's Mill Rd, Bethlehem, PA 18017, USA"
"Allentown",6760,"1251 S Cedar Crest Blvd Ste 104A","","18103","PA","",40.565771,-75.5169382,"1251 S Cedar Crest Blvd #104a, Allentown, PA 18103, USA"
"Allentown",6761,"3900 Hamilton Blvd","","18103","PA","",40.5733973,-75.535032,"3900 Hamilton Blvd, Allentown, PA 18103, USA"
"Allentown",6762,"3050 Hamilton Blvd Ste 105","","18103","PA","",40.581884,-75.5181211,"3050 Hamilton Blvd #105, Allentown, PA 18103, USA"
"Allentown",6763,"3050 Hamilton Blvd Ste 210","","18103","PA","",40.581884,-75.5181211,"3050 Hamilton Blvd #210, Allentown, PA 18103, USA"
"Allentown",6764,"1597 Lehigh St","","18103","PA","",40.5779904,-75.4806997,"1597 Lehigh St, Allentown, PA 18103, USA"
"Allentown",6765,"1251 S Cedar Crest Blvd Ste 203","","18103","PA","",40.565771,-75.5169382,"1251 S Cedar Crest Blvd #203, Allentown, PA 18103, USA"
"Allentown",6766,"3570 Hamilton Blvd","","18103","PA","",40.5766557,-75.5276206,"3570 Hamilton Blvd, Allentown, PA 18103, USA"
"Allentown",6767,"1255 S Cedar Crest Blvd Ste 1100","","18103","PA","",40.5654266,-75.515169,"1255 S Cedar Crest Blvd #1100, Allentown, PA 18103, USA"
"Allentown",6768,"1101 S Cedar Crest Blvd","","18103","PA","",40.5728353,-75.519196,"1101 S Cedar Crest Blvd, Allentown, PA 18103, USA"
"Allentown",6769,"1501 Lehigh St Ste 103","","18103","PA","",40.5799225,-75.4794407,"1501 Lehigh St #103, Allentown, PA 18103, USA"
"Allentown",6770,"3050 Hamilton Blvd Ste 110","","18103","PA","",40.581884,-75.5181211,"3050 Hamilton Blvd #110, Allentown, PA 18103, USA"
"Pen Argyl",6771,"1337 Blue Valley Dr Ste 7","","18072","PA","",40.8742205,-75.2345973,"1337 Blue Valley Dr #7, Pen Argyl, PA 18072, USA"
"Easton",6772,"3700 William Penn Hwy","","18045","PA","",40.6718786,-75.2666753,"3700 William Penn Hwy, Easton, PA 18045, USA"
"Irvona",6773,"213 Rose St","","16656","PA","",40.774388,-78.553745,"213 Rose St, Irvona, PA 16656, USA"
"Punxsutawney",6774,"81 Hillcrest Dr Ste 2300","","15767","PA","",40.961282,-78.999735,"81 Hillcrest Dr #2300, Punxsutawney, PA 15767, USA"
"Frederick",6775,"7211 Bank Ct Ste 150","","21703","MD","",39.3839251,-77.414826,"7211 Bank Ct #150, Frederick, MD 21703, USA"
"Frederick",6776,"7101 Guilford Dr Ste 201","","21704","MD","",39.3957374,-77.4188888,"7101 Guilford Dr #201, Frederick, MD 21704, USA"
"Everett",6777,"195 Memorial Dr Ste 6","","15537","PA","",40.0261246,-78.4315479,"195 Memorial Dr #6, Everett, PA 15537, USA"
"Bel Air",6778,"201 Plumtree Rd Ste 301","","21015","MD","",39.5009545,-76.33128,"201 Plumtree Rd #301, Bel Air, MD 21015, USA"
"Bel Air",6779,"604 Hoagie Dr","","21014","MD","",39.569623,-76.353286,"604 Hoagie Dr, Bel Air, MD 21014, USA"
"Bel Air",6780,"520 Upper Chesapeake Dr Ste 201","","21014","MD","",39.5192773,-76.346317,"520 Upper Chesapeake Dr #201, Bel Air, MD 21014, USA"
"Bel Air",6781,"3333 N Calvert St Ste 500","","21014","MD","",39.3291949,-76.6144672,"3333 N Calvert St #500, Baltimore, MD 21218, USA"
"Bel Air",6782,"2027 Pulsaski Hwy Ste 207","","21014","MD","",39.4359214,-76.3098647,"2027 Pulaski Hwy #207, Edgewood, MD 21040, USA"
"Bel Air",6783,"510 Upper Chesapeake Dr Ste 510","","21014","MD","",39.5192658,-76.346416,"510 Upper Chesapeake Dr #510, Bel Air, MD 21014, USA"
"Bel Air",6784,"500 Upper Chesapeake Dr","Kaufman Cancer Ctr","21014","MD","",39.519597,-76.348033,"500 Upper Chesapeake Drive, Upper Chesapeake Medical Center Campus, Bel Air, MD 21014, United States"
"Bel Air",6785,"510 Upper Chesapeake Dr Ste 417","","21014","MD","",39.5192658,-76.346416,"510 Upper Chesapeake Dr #417, Bel Air, MD 21014, USA"
"Bel Air",6786,"520 Upper Chesapeake Dr Ste 308","","21014","MD","",39.5192773,-76.346317,"520 Upper Chesapeake Dr #308, Bel Air, MD 21014, USA"
"Bel Air",6787,"510 Upper Chesapeake Dr Ste 518","","21014","MD","",39.5192658,-76.346416,"510 Upper Chesapeake Dr #518, Bel Air, MD 21014, USA"
"Newark",6788,"282 The Green Laurel Hall","Student Health Service","19716","DE","",39.6752704,-75.7519121,"282 The Green, Newark, DE 19711, USA"
"Newark",6789,"412 Suburban Dr","","19711","DE","",39.6679894,-75.7797782,"412 Suburban Dr, Newark, DE 19711, USA"
"Newark",6790,"2 Polly Drummond Hill Rd","","19711","DE","",39.6989961,-75.7089693,"2 Polly Drummond Hill Rd, Newark, DE 19711, USA"
"Newark",6791,"19A Haines St","","19711","DE","",39.6827895,-75.7471708,"19 Haines St, Newark, DE 19711, USA"
"Newark",6792,"10 Darwin Dr","Darwin Professional Ctr","19711","DE","",39.699428,-75.701873,"10 Darwin Dr, Newark, DE 19711, USA"
"Newark",6793,"421 New London Rd","","19711","DE","",39.6947745,-75.7653628,"421 New London Rd, Newark, DE 19711, USA"
"Newark",6794,"2707 Kirkwood Hwy","","19711","DE","",39.7092446,-75.6824276,"2707 Kirkwood Hwy, Newark, DE 19711, USA"
"Newark",6795,"314 E Main St Ste 102","","19711","DE","",39.6841684,-75.7406583,"314 E Main St #102, Newark, DE 19711, USA"
"Newark",6796,"314 E Main St Ste 406","","19711","DE","",39.6841684,-75.7406583,"314 E Main St #406, Newark, DE 19711, USA"
"Newark",6797,"324 E Main St Ste 201","","19711","DE","",39.6843268,-75.7399667,"324 E Main St #201, Newark, DE 19711, USA"
"Newark",6798,"314 E Main St Ste 302","","19711","DE","",39.6841684,-75.7406583,"314 E Main St #302, Newark, DE 19711, USA"
"Newark",6799,"266 S College Ave","","19711","DE","",39.6756708,-75.7539032,"266 S College Ave, Newark, DE 19711, USA"
"Newark",6800,"16 Polly Drummond Hill Rd","","19711","DE","",39.6988433,-75.7091508,"16 Polly Drummond Hill Rd, Newark, DE 19711, USA"
"Newark",6801,"324 E Main St Ste 202","","19711","DE","",39.6843268,-75.7399667,"324 E Main St #202, Newark, DE 19711, USA"
"Newark",6802,"314 E Main St Ste 404","","19711","DE","",39.6841684,-75.7406583,"314 E Main St #404, Newark, DE 19711, USA"
"Newark",6803,"295 E Main St","","19711","DE","",39.683751,-75.7412308,"295 E Main St, Newark, DE 19711, USA"
"Newark",6804,"1536 Capitol Trl","","19711","DE","",39.6991404,-75.7039069,"1536 Capitol Trail, Newark, DE 19711, USA"
